"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"FMB","First Trust Managed Municipal ETF","51.1","20440102.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmb",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","37.89","102303075.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qaba",
"CIBR","First Trust NASDAQ CEA Cybersecurity ETF","17.63","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cibr",
"FONE","First Trust NASDAQ CEA Smartphone Index Fund","35.5548","10666511.1096","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","15.1","71725030.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","31.65","11077563.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"CARZ","First Trust NASDAQ Global Auto Index Fund","35.015","59525570.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"RDVY","First Trust NASDAQ Rising Dividend Achievers ETF","20.9022","24037571.8044","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rdvy",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","41.88","582132083.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","40.42","151575080.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","40.26","307989080.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","16.3899","51628217.7798","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","19.85","9925039.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qinc",
"FTSL","First Trust Senior Loan Fund ETF","49","320950098","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsl",
"FKO","First Trust South Korea AlphaDEX Fund","23.1592","3473926.3184","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fko",
"FDIV","First Trust Strategic Income ETF","48.1199","19248056.2398","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","38.9999","230099487.9998","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsz",
"FTW","First Trust Taiwan AlphaDEX Fund","32.5605","9768215.121","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftw",
"TUSA","First Trust Total US Market AlphaDEX ETF","24.88","6220049.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","41.84","280328083.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fku",
"FUNC","First United Corporation","8.11","50724968.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/func",
"SVVC","Firsthand Technology Value Fund, Inc.","9.4","72405427","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
"FMER","FirstMerit Corporation","17.73","2939017793.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmer",
"FSV","FirstService Corporation","31.65","1096573150.65","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","86.07","20190099024.06","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","32.11","1750845882.89","n/a","2012","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","20.83","537523336.67","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FIVN","Five9, Inc.","3.73","187446517.34","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/fivn",
"FLML","Flamel Technologies S.A.","23.52","923403714.24","39260362","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLKS","Flex Pharma, Inc.","14.29","256338792.86","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","23.42","503550515.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","50.49","7573550.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","24.88","21148024.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"FLXS","Flexsteel Industries, Inc.","28.21","211325341.5","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FLEX","Flextronics International Ltd.","10.83","6135101407.14","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLIR","FLIR Systems, Inc.","28.41","3984456958.77","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flir",
"FLDM","Fluidigm Corporation","11.58","332497848.54","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","19.61","567215680.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffic",
"FOMX","Foamix Pharmaceuticals Ltd.","9.95","303900571.45","n/a","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/fomx",
"FOGO","Fogo de Chao, Inc.","18.955","529124692.81","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/fogo",
"FONR","Fonar Corporation","10.39","66844054.61","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FES","Forbes Energy Services Ltd","0.83","18390671.05","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FORM","FormFactor, Inc.","6.61","383830517.77","n/a","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","31.14","7770146.22","249523","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","30.99","555340800","n/a","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/forr",
"FTNT","Fortinet, Inc.","44.33","7587143246.54","n/a","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","2.71","126919367.65","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fbio",
"FWRD","Forward Air Corporation","44.52","1381760161.32","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.4299","12356845.4745","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","25.68","291265898.4","11342130","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","58.75","2828634663.75","n/a","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FMI","Foundation Medicine, Inc.","23.73","815899169.19","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/fmi",
"FXCB","Fox Chase Bancorp, Inc.","17.29","199978560.6","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fxcb",
"FOXF","Fox Factory Holding Corp.","14.99","553905968.01","n/a","2013","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","12.01","508239564.32","n/a","2011","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","27.66","1316723846.34","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/fele",
"FRED","Fred&#39;s, Inc.","12.66","470453246.64","n/a","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/fred",
"FREE","FreeSeas Inc.","0.285","269346.375","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/free",
"RAIL","Freightcar America, Inc.","20.35","250965662.75","n/a","2005","Capital Goods","Railroads","http://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","10.6499","92823218.4623","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/feim",
"FRPT","Freshpet, Inc.","11.47","384315253.75","n/a","2014","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/frpt",
"FTR","Frontier Communications Corporation","5.32","6214861240","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
"FTRPR","Frontier Communications Corporation","102.66","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftrpr",
"FRPH","FRP Holdings, Inc.","30.48","298087389.6","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","23.18","75117571.6","n/a","2012","Finance","Banks","http://www.nasdaq.com/symbol/fsbw",
"FTD","FTD Companies, Inc.","28.92","829042149.72","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ftd",
"FSYS","Fuel Systems Solutions, Inc.","5.68","102771432.16","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fsys",
"FTEK","Fuel Tech, Inc.","1.97","45639415.52","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","0.9423","287032746.9141","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
"FULL","Full Circle Capital Corporation","3.13","72726895.9","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/full",
"FULLL","Full Circle Capital Corporation","24.9844","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fulll",
"FLL","Full House Resorts, Inc.","1.37","25988072.52","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"FULT","Fulton Financial Corporation","12.13","2122070720","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fult",
"FSNN","Fusion Telecommunications International, Inc.","2.455","20208496.985","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fsnn",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","1.01","13193125","n/a","2006","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ffhl",
"FXEN","FX Energy, Inc.","0.998","54759916.688","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxen",
"FXENP","FX Energy, Inc.","14.95","11960000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxenp",
"GK","G&K Services, Inc.","67.36","1346665835.2","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/gk",
"WILC","G. Willi-Food International,  Ltd.","4.58","60032711.82","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/wilc",
"GAIA","Gaiam, Inc.","5.99","146888690.81","n/a","1999","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/gaia",
"GLPG","Galapagos NV","59","541721421","9181719","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","2.09","47628828.17","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALTU","Galectin Therapeutics Inc.","8.14","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtu",
"GALTW","Galectin Therapeutics Inc.","0.65","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtw",
"GALE","Galena Biopharma, Inc.","1.7","274916176.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gale",
"GLMD","Galmed Pharmaceuticals Ltd.","8.54","94797868.62","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glmd",
"GLPI","Gaming and Leisure Properties, Inc.","30.01","3436711438.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/glpi",
"GPIC","Gaming Partners International Corporation","9.77","77462363.38","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/gpic",
"GRMN","Garmin Ltd.","35.89","6852708042.02","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/grmn",
"GGAC","Garnero Group Acquisition Company","9.91","184353876.83","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggac",
"GGACR","Garnero Group Acquisition Company","0.2","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggacr",
"GGACU","Garnero Group Acquisition Company","10.29","134428560","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggacu",
"GGACW","Garnero Group Acquisition Company","0.16","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggacw",
"GARS","Garrison Capital Inc.","14.44","241996768.76","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/gars",
"GCTS","GCT Semiconductor, Inc.","0.095","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcts",
"GLSS","Gelesis, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glss",
"GENC","Gencor Industries Inc.","9.15","87136548","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/genc",
"GNCMA","General Communication, Inc.","17.37","683683200","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GFN","General Finance Corporation","3.8","98345976","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","90.05","0","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.597","0","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfnsl",
"GENE","Genetic Technologies Ltd","2.35","20658248.4","8790744","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNMK","GenMark Diagnostics, Inc.","10","423850330","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","10.21","286495050.4","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnca",
"GHDX","Genomic Health, Inc.","25.53","829243351.02","n/a","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GNTX","Gentex Corporation","16.1","4715075624","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","46.39","1672737671.28","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/thrm",
"GNVC","GenVec, Inc.","2.3201","40068038.8362","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gnvc",
"GTWN","Georgetown Bancorp, Inc.","18.01","32920911.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gtwn",
"GEOS","Geospace Technologies Corporation","15.67","206027843.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/geos",
"GABC","German American Bancorp, Inc.","29.16","386649761.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","3.53","558241860.1","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gern",
"GEVO","Gevo, Inc.","2.22","36628619.16","n/a","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"ROCK","Gibraltar Industries, Inc.","16.92","524232360","n/a","1993","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","0.5202","28747116.0522","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIGA","Giga-tronics Incorporated","1.17","7868578.77","n/a","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GIII","G-III Apparel Group, LTD.","67.05","3032002609.2","n/a","1989","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","4","175085988","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gilt",
"GILD","Gilead Sciences, Inc.","109.63","160893591184.26","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GBCI","Glacier Bancorp, Inc.","26.78","2022749155.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","8.92","188494068.24","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/glad",
"GLADO","Gladstone Capital Corporation","25.5808","56277760","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glado",
"GOOD","Gladstone Commercial Corporation","13.92","297309832.8","n/a","2003","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/good",
"GOODN","Gladstone Commercial Corporation","25.4301","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodn",
"GOODO","Gladstone Commercial Corporation","25.15","28922500","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
"GOODP","Gladstone Commercial Corporation","25.25","25250000","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodp",
